ID,w3-assessment-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w4-assessment-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13
1111,3,61,2,2,1,2,2,2,2,2,2,2,1,2,1,4,48,2,2,2,2,2,2,2,2,1,2,2,2,2
1112,1,4,1,1,0,1,1,2,2,0,1,1,1,1,1,3,21,1,1,2,1,2,1,1,1,1,2,1,1,1
1113,3,67,1,2,2,2,1,1,1,1,2,1,1,2,1,3,102,1,2,1,2,2,1,2,2,2,2,2,2,1
1114,3,72,2,2,1,2,2,2,2,1,2,1,1,0,2,3,41,2,1,2,2,2,1,1,1,1,1,1,1,1
1115,3,111,1,1,1,2,2,1,2,1,2,1,1,1,1,4,70,1,2,2,2,2,1,2,2,1,1,1,2,2
1116,3,59,2,2,1,2,1,2,1,2,1,2,2,1,1,4,17,2,2,2,2,2,2,2,2,2,1,2,2,2
1117,2,22,1,1,1,1,1,1,2,1,1,2,1,0,1,4,8,1,2,1,2,2,2,2,2,2,2,2,2,2
1118,4,43,2,2,2,2,2,2,2,1,1,1,2,2,1,3,32,2,2,2,2,2,1,2,1,2,1,2,1,1
1119,3,189,1,2,2,2,2,2,1,2,1,1,2,1,1,3,104,2,2,1,1,2,2,2,2,2,1,1,2,2
1120,3,52,1,2,2,2,2,2,2,2,2,2,2,1,2,3,17,2,1,1,1,2,2,2,2,2,2,2,1,1
1121,2,18,1,1,2,0,1,2,1,2,1,1,2,1,1,3,38,2,1,1,2,1,2,2,2,2,2,2,1,1
1122,4,13,2,2,2,2,2,2,2,2,2,2,1,2,2,4,8,2,2,2,2,2,2,2,2,2,2,2,2,1
1123,1,103,2,2,0,2,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1,0,1,1,0,1,0,1,1
1124,4,112,2,2,2,2,1,2,2,1,2,2,2,1,2,3,39,2,2,2,2,2,2,2,2,2,2,2,1,2
1125,3,117,2,2,1,2,2,2,2,2,2,2,2,2,2,4,61,2,2,2,2,1,2,1,2,2,2,1,2,1
1126,1,42,0,1,1,0,1,1,1,1,1,2,1,1,0,3,64,1,1,1,1,2,1,1,1,1,1,1,1,1
1127,3,78,1,2,1,2,2,2,2,2,2,2,2,1,1,3,99,1,2,2,2,2,1,1,1,1,1,1,1,1
1128,2,0,1,2,1,1,1,0,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1129,3,82,2,2,2,2,2,2,2,2,2,1,1,2,2,3,58,1,2,2,1,2,1,1,1,1,1,1,2,1
1130,3,79,1,2,1,2,2,2,2,1,2,1,2,1,1,2,87,2,2,1,2,2,2,1,1,2,2,1,1,1
1131,2,70,2,2,2,1,2,1,2,2,1,1,2,1,2,3,16,2,2,2,2,2,2,2,1,1,2,2,1,1
1132,1,83,1,1,1,1,1,1,1,1,1,1,1,0,0,2,67,1,1,1,1,1,0,1,1,0,1,1,0,1
1133,1,34,2,2,1,2,2,2,2,1,2,1,1,2,1,3,68,2,2,1,2,2,2,1,1,2,2,1,1,1
1134,2,30,1,1,1,1,2,2,2,1,2,2,2,2,1,4,8,0,2,2,2,2,2,2,1,2,2,2,2,1
1135,4,40,2,2,2,2,2,2,2,2,2,2,2,2,1,3,39,1,1,1,1,1,1,1,1,1,2,1,1,1
1136,2,24,1,1,1,1,1,0,2,1,1,2,0,1,1,3,57,2,2,1,2,1,2,2,1,2,1,2,1,1
1137,3,23,1,2,1,2,1,2,2,2,2,2,2,2,2,3,41,2,2,1,2,2,1,2,2,1,2,1,2,2
1138,4,73,1,2,2,2,1,2,2,2,2,2,2,1,2,3,64,2,2,1,2,2,2,2,1,1,1,1,1,1
1139,3,74,2,2,2,2,1,2,2,1,2,2,2,1,1,3,37,2,1,1,1,1,2,1,2,2,1,1,1,1
1140,3,22,1,2,1,2,2,2,2,2,1,2,2,2,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1141,3,78,1,2,2,2,1,2,2,2,2,2,2,2,2,4,37,1,2,2,2,2,2,2,2,2,2,2,2,2
1142,2,59,2,2,2,2,1,2,2,2,2,2,2,1,2,3,57,2,2,2,2,2,1,1,2,1,2,1,1,1
1143,3,126,2,2,1,2,2,2,2,2,2,1,2,1,1,4,106,2,2,2,2,2,2,2,2,2,2,2,2,2
1144,2,0,1,2,2,1,2,2,2,2,2,1,1,1,2,4,6,2,2,1,2,2,2,2,1,2,1,1,2,1
1145,2,115,2,1,0,1,2,1,1,2,1,1,1,1,1,3,69,2,2,1,2,2,2,1,2,2,1,1,1,2
1146,3,94,1,1,2,1,2,2,2,1,2,1,1,2,2,3,3,2,2,2,1,1,2,1,1,1,2,2,2,2
1147,1,133,1,1,0,1,1,0,1,0,0,1,0,1,0,2,82,1,2,1,2,2,2,2,1,1,2,1,1,2
1148,4,99,1,2,2,2,2,2,2,2,2,2,2,2,1,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
1149,2,184,2,2,1,1,1,2,2,2,1,1,2,1,2,2,126,2,2,1,2,2,1,1,1,1,0,0,1,1
1150,3,67,2,2,2,1,2,1,1,1,1,1,1,1,0,2,71,2,2,1,1,2,2,2,1,2,1,1,1,1
1151,3,48,2,2,1,2,1,2,2,2,2,1,2,1,1,4,30,2,2,2,2,1,2,2,2,2,2,2,2,2
1152,3,146,1,1,1,2,2,2,2,1,2,2,2,2,2,3,45,2,2,1,1,1,1,1,1,1,1,1,1,0
1153,1,52,1,1,1,1,1,2,0,1,1,1,2,2,1,3,55,2,1,0,1,1,1,2,2,1,1,1,1,1
1154,4,75,2,2,2,2,2,2,2,2,2,2,2,2,2,3,23,2,2,2,2,2,2,2,2,2,2,2,2,2
1155,3,111,1,1,2,2,1,2,1,2,1,1,1,1,1,4,110,2,2,2,2,2,1,2,1,2,2,1,1,1
1156,2,61,1,2,1,2,1,1,2,1,2,2,1,1,1,3,98,1,2,1,1,2,2,1,1,1,2,1,1,2
1157,2,73,2,1,1,1,2,1,1,1,1,1,1,1,0,3,95,2,2,1,2,2,1,2,1,1,1,1,1,1
1158,3,74,2,2,2,2,2,1,2,1,2,1,1,2,1,3,50,1,2,2,2,1,2,2,1,2,1,2,1,1
1159,2,0,1,2,2,2,2,2,1,1,2,2,2,2,2,3,30,1,1,2,2,2,2,2,2,2,2,2,2,1
1160,3,24,0,1,1,2,2,1,1,1,1,1,1,1,2,2,52,0,1,1,1,1,1,1,0,1,1,1,1,1
1161,4,25,2,2,2,2,0,1,2,1,2,2,2,1,1,4,47,2,2,2,2,2,1,2,2,2,2,2,1,1
1162,3,68,2,2,2,2,1,2,2,2,2,2,1,2,1,3,75,2,2,1,2,2,1,1,2,1,1,1,1,1
1163,2,60,1,1,2,2,1,2,1,0,2,2,1,1,1,3,2,1,1,1,2,1,2,2,1,1,2,2,1,1
1164,2,92,1,1,1,1,1,2,1,1,1,1,1,2,1,3,109,1,2,1,2,1,2,2,1,1,1,2,2,2
1165,3,82,1,2,2,1,2,2,2,2,2,2,2,1,2,3,57,2,2,2,2,2,2,2,2,2,2,2,2,2
1166,2,0,1,2,1,2,1,2,1,1,2,2,1,2,1,3,39,2,2,1,2,2,2,2,2,2,2,2,1,2
1167,3,45,1,2,1,2,2,1,1,2,1,1,2,2,0,4,39,2,2,1,1,2,2,2,2,2,2,2,2,2
1168,1,38,1,1,1,0,1,1,0,0,1,1,1,1,0,1,49,1,1,1,2,1,1,1,1,1,1,1,1,1
1169,4,47,2,2,1,1,2,2,2,2,1,1,2,1,1,3,45,2,2,2,1,2,2,1,2,2,2,1,2,2
1170,1,22,1,2,1,2,1,2,1,1,1,2,2,1,2,2,0,1,1,2,1,1,2,1,1,1,2,0,1,0
1171,3,118,1,2,1,2,1,2,2,1,1,2,2,1,1,3,92,1,2,1,1,2,2,2,2,2,1,1,1,1
1172,3,71,2,2,2,2,2,2,1,1,1,1,1,1,1,3,30,2,2,1,2,2,1,1,2,1,1,2,1,1
1173,3,83,2,1,1,2,2,1,2,1,2,1,1,1,1,4,106,2,2,2,2,2,2,2,2,1,2,2,2,2
1174,3,21,1,1,1,2,1,1,2,1,1,2,2,1,1,2,17,1,1,2,2,1,2,1,1,1,1,1,1,1
1175,2,96,2,1,1,1,1,1,1,2,1,1,2,2,1,3,53,2,2,2,2,2,2,1,2,1,2,1,2,2
1176,3,54,2,2,1,2,2,2,2,1,2,1,2,2,2,3,64,2,2,1,2,2,2,2,2,2,2,2,2,2
1177,3,84,2,2,1,2,2,1,2,1,1,1,1,1,1,4,93,2,2,2,2,2,2,2,2,2,2,2,2,2
1178,4,23,1,2,1,2,2,1,2,1,2,2,1,2,2,4,0,1,2,2,2,2,2,2,2,2,2,2,2,2
1179,4,30,2,2,1,2,2,2,2,2,2,2,2,2,2,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
1180,3,54,1,1,2,1,1,1,1,2,2,2,2,1,1,4,71,2,2,2,2,2,2,2,2,2,2,2,2,2
1181,3,83,1,1,1,1,1,1,2,1,1,2,1,2,1,3,14,1,1,2,1,1,1,1,1,0,1,1,1,1
1182,3,78,2,1,1,2,2,1,1,1,1,1,1,1,0,2,106,1,1,1,1,1,1,1,1,2,2,1,2,1
1183,3,146,1,2,1,2,2,1,1,2,2,1,1,1,1,4,77,2,2,2,2,2,2,2,1,2,2,1,2,2
1184,2,114,2,2,2,2,1,1,1,2,1,1,0,2,1,3,130,1,2,1,1,1,1,1,0,1,1,1,1,1
1185,3,114,2,1,1,1,1,2,2,2,2,2,2,2,2,4,87,2,2,2,2,1,1,1,2,1,1,1,1,2
1186,4,136,2,2,2,2,2,2,2,2,2,1,1,1,2,4,97,2,2,2,2,2,2,2,2,2,2,2,2,2
1187,1,51,1,1,2,2,1,1,1,1,1,1,1,0,0,2,22,1,1,1,1,1,0,1,0,1,0,1,0,1
1188,2,94,1,2,1,2,1,2,1,1,1,2,2,2,0,4,92,2,2,2,1,2,2,2,1,2,2,2,1,1
1189,2,77,1,1,0,1,1,1,2,2,2,2,1,1,0,3,79,1,2,1,2,2,2,2,1,1,2,1,1,1
1190,1,43,1,0,1,1,1,1,1,0,1,2,0,1,0,2,71,1,1,1,1,1,1,1,1,1,0,1,1,2
1191,2,57,2,2,2,2,2,2,2,2,2,2,2,2,2,4,16,2,2,2,1,2,1,1,2,1,1,1,1,2
1192,2,76,1,2,1,2,2,2,2,2,2,2,1,2,1,4,99,2,2,2,2,2,2,2,1,2,2,1,2,2
1193,3,96,1,2,1,2,2,2,2,1,2,2,2,2,2,4,5,1,2,2,2,1,1,2,2,2,2,2,2,1
1194,4,78,1,2,2,2,2,2,1,1,2,2,1,2,1,3,59,2,2,2,2,2,2,1,2,2,2,2,1,1
1195,2,3,2,1,2,2,1,2,2,1,2,2,2,2,2,3,54,1,1,2,2,1,1,1,2,2,1,1,1,1
1196,4,130,2,2,2,2,1,2,2,2,2,2,2,1,2,3,52,2,2,2,2,2,2,1,2,2,2,2,1,2
1197,3,4,1,1,2,1,1,1,1,2,1,2,2,1,2,4,0,1,1,1,1,2,2,1,2,2,1,2,2,2
1198,4,40,2,2,2,1,2,2,2,1,2,2,2,2,2,4,23,2,2,2,2,2,2,2,2,2,2,2,2,2
1199,4,45,2,2,2,2,2,1,2,2,2,2,2,2,2,3,94,2,2,2,2,2,1,1,2,1,1,2,2,1
1200,3,60,2,1,1,1,1,1,1,1,0,1,2,1,1,2,64,2,1,1,1,2,1,1,0,1,1,1,1,1
1201,3,0,1,1,1,1,0,1,2,0,1,2,1,1,1,2,77,1,1,0,2,2,2,2,1,1,1,1,0,2
1202,3,0,2,2,2,2,2,2,2,1,2,2,1,1,1,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
1203,2,0,1,1,1,1,1,2,1,1,1,2,1,2,2,3,34,1,1,1,1,2,2,2,2,2,2,1,2,2
1204,2,49,1,1,1,2,1,2,1,0,1,1,1,1,0,2,77,2,2,1,2,1,1,1,1,1,2,2,2,1
1205,3,86,1,2,2,2,2,2,2,1,2,1,2,2,1,3,49,2,2,2,2,1,2,2,1,2,2,2,2,2
1206,3,30,2,2,1,2,2,1,2,1,1,1,2,1,1,3,53,2,2,1,2,1,2,1,1,1,1,2,1,1
1207,3,103,2,1,1,2,1,2,2,1,1,2,1,1,1,3,101,2,2,1,2,1,2,1,1,1,2,2,2,1
1208,4,46,1,2,1,2,2,2,2,1,2,2,2,2,2,4,50,2,2,2,2,2,2,2,1,2,2,2,2,2
1209,1,38,1,2,1,2,2,2,2,1,1,1,2,1,1,1,45,1,1,1,1,1,1,1,1,1,1,1,1,0
1210,3,32,2,2,2,1,2,1,1,2,2,1,1,2,1,3,101,2,2,1,2,1,1,2,1,1,1,1,2,1
1211,3,57,2,2,1,2,1,2,2,2,2,2,2,1,2,2,130,2,2,1,2,2,2,2,1,1,2,1,2,2
1212,1,24,2,2,1,2,1,2,1,1,2,1,1,2,1,3,80,2,2,2,2,2,1,2,1,1,2,1,1,2
1213,3,141,1,1,1,2,1,2,2,2,2,2,1,1,1,2,68,1,2,1,2,2,1,1,2,1,1,1,2,0
1214,2,71,1,2,2,2,2,2,2,2,2,2,1,2,0,2,29,1,1,0,2,1,1,2,1,1,1,1,1,1
1215,3,46,0,1,1,1,1,1,1,1,1,1,0,0,0,3,29,2,2,2,2,2,2,2,1,1,2,1,2,1
1216,4,44,1,1,1,1,2,0,0,2,1,2,1,1,1,3,12,2,2,2,2,2,2,1,2,2,2,2,2,2
1217,2,53,1,1,1,2,0,1,1,1,0,1,1,1,1,2,8,0,1,1,1,1,1,1,2,1,1,1,1,1
1218,2,31,2,2,2,2,1,2,1,1,2,2,1,2,0,3,54,1,1,1,2,1,1,2,1,1,2,1,1,2
1219,4,79,2,2,2,2,2,2,2,2,2,2,2,2,2,3,63,2,2,1,2,2,2,2,2,2,2,2,2,1
1220,2,59,1,2,1,2,0,1,2,1,2,1,1,1,1,3,24,1,1,2,1,1,1,1,1,0,1,1,1,1
1221,3,84,1,1,2,1,1,1,1,1,1,1,0,1,0,2,65,1,1,1,1,1,1,1,1,1,1,1,1,0
1222,3,85,2,2,2,2,1,2,2,2,2,2,1,2,2,4,78,2,2,2,2,2,2,2,2,2,2,2,2,2
1223,3,72,2,2,2,2,1,1,1,1,2,1,2,2,1,3,88,2,2,2,1,2,2,2,2,2,2,1,2,1
1224,4,62,1,1,1,2,1,1,2,2,2,1,2,2,1,3,69,2,2,1,1,2,2,2,2,2,1,2,2,2
1225,2,31,1,2,1,2,1,2,2,2,2,2,1,1,1,3,4,2,2,1,2,2,2,2,2,2,2,2,1,2
1226,3,106,2,2,2,2,1,2,2,2,2,2,2,2,1,3,90,2,2,1,2,2,2,2,2,2,2,2,2,2
1227,4,89,2,2,2,2,1,2,2,2,2,2,2,2,2,4,62,2,2,2,2,2,2,2,2,2,2,2,1,2
1228,3,100,1,2,1,2,2,2,2,2,2,2,2,2,2,2,75,1,2,1,1,2,2,1,1,1,1,1,1,1
1229,4,32,1,1,2,2,1,2,2,2,2,2,2,2,2,3,28,2,2,1,2,1,2,2,2,2,2,1,2,2
1230,3,8,2,2,1,2,2,2,1,2,1,2,1,1,1,4,50,2,2,2,2,2,2,2,2,1,2,2,2,2
1231,2,111,1,2,1,2,1,2,2,1,2,1,1,2,1,3,37,1,2,2,2,2,1,1,2,1,2,1,0,1
1232,3,77,2,2,2,2,2,2,1,1,1,1,1,2,2,3,14,2,2,2,2,2,1,2,1,1,2,2,1,2
1233,4,67,2,2,2,2,2,2,2,1,2,2,2,2,1,4,38,2,2,2,2,2,2,2,2,2,2,2,1,1
1234,2,61,1,1,1,1,1,1,1,1,1,2,1,1,1,3,24,1,1,1,1,2,2,2,1,1,1,1,1,1
1235,1,116,2,2,0,2,1,2,2,1,2,2,1,1,0,3,56,2,2,2,2,1,2,2,2,2,2,1,1,1
1236,2,97,1,2,1,2,1,1,1,2,2,2,2,2,2,4,0,1,2,2,2,2,2,2,2,2,2,2,2,2
1237,2,84,1,1,1,1,2,2,2,2,2,2,2,2,1,4,51,2,2,2,2,2,2,2,2,2,2,1,2,2
1238,3,109,2,1,2,2,2,2,2,2,2,2,2,2,2,4,66,2,2,2,2,1,2,2,2,1,2,1,1,1
1239,3,136,2,1,1,2,2,2,2,2,2,2,2,2,2,3,74,1,1,2,1,2,1,2,2,2,2,1,1,2
1240,2,5,2,2,1,2,1,2,2,1,1,2,2,1,2,3,17,2,2,1,2,2,1,1,2,1,1,2,1,1
1241,3,73,1,1,0,1,1,2,1,1,1,2,1,2,2,3,44,2,2,2,2,2,2,2,2,2,2,2,2,2
1242,3,14,2,2,1,1,1,2,1,1,2,2,2,1,1,3,42,2,2,2,2,2,1,1,1,1,1,1,1,2
1243,3,98,1,1,1,1,1,2,1,1,2,2,2,2,2,4,39,1,1,2,2,2,2,2,2,2,2,2,2,1
1244,2,137,1,2,2,2,2,1,2,2,2,1,2,2,2,4,56,1,2,2,2,2,2,2,2,2,2,2,2,2
1245,1,4,1,2,1,1,0,1,1,1,1,2,0,1,1,3,48,1,2,1,2,2,1,2,2,1,1,1,1,1
1246,3,94,2,2,2,1,2,1,1,0,1,0,1,0,0,2,35,1,2,1,1,1,1,1,1,1,0,1,1,1
1247,3,92,2,2,1,1,2,2,2,1,1,1,1,1,1,4,77,2,2,2,2,2,2,2,2,2,2,2,2,2
1248,4,46,1,2,2,2,1,2,2,1,2,1,2,1,2,4,18,2,2,2,2,1,2,2,2,2,2,2,1,2
1249,3,91,1,2,2,2,1,2,2,2,2,2,1,1,2,4,21,1,1,2,1,2,1,2,1,2,2,1,1,2
1250,2,141,1,1,1,1,2,1,2,2,1,1,1,1,1,3,126,1,2,2,2,2,2,2,1,2,2,2,1,2
1251,3,102,1,1,2,1,1,2,2,2,2,1,1,1,1,3,48,1,2,1,2,1,2,2,2,2,1,1,1,2
1252,2,17,2,2,0,2,0,2,1,1,1,1,1,1,1,3,52,1,1,1,2,2,1,2,0,1,1,2,1,1
1253,3,61,2,2,1,2,2,2,2,2,2,2,2,2,1,4,12,2,2,2,2,2,2,2,2,2,2,2,2,2
1254,3,32,2,2,2,2,2,1,2,2,1,1,1,2,1,3,27,2,2,2,2,2,2,1,2,2,1,2,2,1
1255,3,0,1,2,1,1,1,1,2,1,2,1,2,1,1,3,0,2,2,1,2,2,2,1,2,1,1,2,2,2
1256,3,57,1,1,1,1,1,1,1,1,1,2,1,1,1,3,10,1,1,1,1,1,1,1,1,1,2,1,1,1
1257,2,123,1,2,2,2,2,1,1,1,1,1,1,1,0,3,65,1,2,2,2,2,1,1,1,1,1,0,0,0
1258,3,120,2,2,2,2,2,1,2,2,2,2,1,1,1,3,88,2,2,1,2,2,2,1,2,1,1,1,2,1
1259,2,18,2,2,1,1,1,1,2,1,1,2,2,1,2,4,0,2,2,2,2,2,1,1,2,1,1,1,1,1
1260,2,47,1,2,2,2,2,2,2,1,2,2,1,1,1,2,100,1,2,1,1,2,2,1,1,2,1,2,1,1
1261,4,94,2,2,2,2,2,2,2,2,2,2,2,2,2,3,59,2,2,1,2,1,2,2,2,2,2,1,1,1
1262,3,114,1,1,1,2,1,2,2,2,2,2,1,1,1,3,56,2,2,1,1,2,2,2,2,2,1,1,1,1
1263,3,62,1,1,1,1,1,2,2,2,2,2,2,1,1,4,58,2,2,2,2,2,2,2,2,2,2,2,1,2
1264,3,70,2,2,1,2,2,1,1,0,1,1,0,2,1,2,53,1,1,1,2,2,1,1,1,2,1,1,2,1
1265,3,64,2,2,2,2,2,2,2,2,2,1,1,2,2,4,74,2,2,2,2,2,2,2,2,2,2,1,1,1
1266,3,127,1,2,1,2,1,1,2,2,2,2,1,1,0,3,56,1,1,1,1,1,1,1,2,1,1,0,0,0
1267,3,139,1,1,1,1,1,2,2,2,2,2,1,2,0,4,121,2,2,1,2,2,2,2,1,2,1,1,1,1
1268,1,31,1,1,0,1,1,1,1,1,1,1,1,1,0,2,87,2,1,1,1,2,1,1,1,1,1,1,2,2
1269,2,42,1,2,1,1,0,2,2,2,2,1,1,1,2,4,52,2,2,2,2,2,2,2,2,2,2,2,1,2
1270,3,55,2,1,1,2,1,1,2,1,1,1,1,1,1,4,62,2,2,2,2,2,2,2,1,2,1,1,1,2
1271,2,54,2,2,1,1,2,2,2,1,1,1,2,1,2,3,16,1,2,2,2,1,1,1,2,1,1,2,1,2
1272,2,98,0,2,1,2,1,2,2,2,2,2,2,1,2,3,92,0,1,1,1,2,2,2,1,1,1,1,2,1
1273,3,88,1,1,1,2,1,0,1,1,1,2,2,2,1,4,75,2,2,1,2,2,2,2,2,2,2,1,2,2
1274,3,0,2,2,2,1,2,2,1,1,2,2,2,2,0,3,38,2,2,2,2,2,1,2,1,2,2,2,1,2
1275,1,63,1,1,1,1,1,1,1,2,2,2,1,2,2,3,70,1,2,1,2,1,2,2,2,2,2,1,2,1
1276,3,112,2,2,2,2,1,2,2,2,2,2,1,1,1,4,53,2,2,2,2,2,2,2,2,2,2,2,2,2
1277,3,109,1,1,1,2,2,2,2,2,2,2,2,1,2,4,81,1,2,1,2,1,1,1,1,2,1,2,2,1
1278,4,44,1,2,1,1,2,1,2,1,1,2,1,1,1,3,50,2,2,1,1,2,2,1,1,2,1,1,1,2
1279,3,126,2,1,1,1,1,2,2,1,1,2,1,2,0,3,99,1,1,1,1,1,1,2,1,1,1,1,1,1
1280,2,0,2,1,1,1,1,2,1,1,2,1,1,2,2,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1281,3,122,1,1,1,1,0,1,0,2,1,1,1,1,2,4,31,1,2,1,2,2,2,2,2,2,2,1,2,1
1282,2,67,2,2,1,1,1,1,1,1,1,2,1,1,0,3,60,2,2,1,2,2,2,2,2,2,1,1,1,1
1283,2,90,1,1,1,2,1,1,1,1,2,2,1,2,1,3,111,2,2,1,2,1,1,1,1,1,1,1,2,0
1284,2,114,1,1,0,0,1,1,2,1,2,1,1,2,1,3,76,1,1,1,1,1,1,2,2,2,2,1,2,2
1285,2,39,1,2,1,2,1,2,2,2,2,2,1,2,1,4,36,2,2,2,2,2,1,2,2,2,2,2,2,2
1286,3,72,2,2,1,2,2,2,2,2,2,2,2,1,2,3,26,2,2,2,2,2,2,2,2,2,2,2,2,1
1287,3,8,2,2,2,2,1,2,2,2,2,2,1,2,2,3,63,2,2,1,2,1,1,2,2,2,2,2,2,2
1288,3,98,2,1,1,1,1,1,1,0,0,1,1,1,0,2,71,2,2,1,2,1,1,1,1,1,1,1,1,1
1289,3,9,1,2,2,1,2,2,1,2,1,2,1,1,1,3,0,2,2,1,1,1,2,1,1,2,2,2,1,1
1290,4,167,1,2,2,2,2,2,2,2,2,2,1,2,2,4,110,2,2,2,2,2,1,1,2,2,2,2,2,1
1291,3,127,1,1,0,1,1,1,2,1,1,1,1,1,0,2,111,1,1,0,1,1,1,1,1,1,1,1,0,0
1292,3,82,1,2,2,2,2,1,1,2,2,1,2,2,1,4,82,2,2,2,2,2,2,2,2,2,2,2,1,2
1293,3,141,1,1,2,1,2,1,2,1,2,1,1,1,2,4,102,2,2,2,2,2,2,2,2,2,1,2,2,2
1294,3,42,1,2,2,2,2,2,1,1,2,2,2,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2
1295,2,65,1,1,0,2,2,1,2,1,1,2,1,2,1,3,31,2,2,1,1,2,2,1,1,1,2,1,2,1
1296,2,62,1,2,1,2,1,2,1,1,2,1,1,1,1,2,72,2,2,1,2,2,1,2,1,2,2,1,1,1
1297,3,129,2,2,2,2,2,2,2,2,2,2,1,1,1,4,83,2,2,2,2,2,2,2,2,2,2,2,2,2
1298,3,150,2,2,2,2,2,2,2,2,2,2,2,2,2,4,107,2,2,2,2,2,2,2,2,2,2,2,2,2
1299,3,99,1,2,1,2,2,2,2,2,2,2,2,2,1,2,85,1,2,1,1,1,2,1,1,2,2,1,2,1
1300,2,87,1,1,2,1,2,2,1,1,1,1,1,1,2,2,12,1,1,2,1,1,1,1,0,1,1,1,1,1
